Blood Vessel,Bladder,Liver,Vagina,Adrenal Gland,Adipose Tissue,Nerve,Colon,Muscle,Thyroid,Pituitary,Uterus,Lung,Heart,Pancreas,Kidney,Brain,Bone Marrow,Stomach,Testis,Fallopian Tube,Breast,Blood,Small Intestine,Esophagus,Salivary Gland,Ovary,Spleen,Skin,Cervix Uteri,Prostate,UniProtKB,UniProt Isoform,Ensembl Gene Id,Ensembl Protein Id,Ensembl Transcript Id,RefSeq mRNA Id
0.29315863032844164,0.10181818181818181,0.17329787234042554,0.11470588235294117,0.06769491525423729,0.29248270561106837,0.3161492537313433,0.0484864864864865,0.8548166259168705,0.16391812865497077,0.04380191693290735,0.15215686274509804,0.08413907284768211,0.04312157721796277,0.15658854166666666,0.023391304347826086,0.01437847866419295,,0.043706720977596744,0.03954106280193236,0.17827586206896553,0.15978599221789883,0.000584070796460177,0.03141592920353982,0.06485424588086185,0.04845303867403316,0.6913471502590673,0.007906137184115525,0.21267379679144385,0.16085106382978723,0.05287234042553191,P52569,P52569-1(*),ENSG00000003989,ENSP00000430464,ENST00000522656,not-assigned
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0005072463768115942,0.0,0.0,0.001185840707964602,0.0,0.0,0.0,0.0,0.0,0.00044239183276616434,0.0,0.0,P52569,P52569-1(*),ENSG00000003989,ENSP00000492016,ENST00000640220,not-assigned
7.575737246680643,11.469610389610391,1.7082624113475178,9.404470588235293,7.957661016949152,7.122098385857035,7.718283582089552,9.081632432432432,8.801466992665038,7.791315789473685,11.519361022364217,12.87346405228758,5.916456953642384,2.9203285870755753,2.767838541666667,3.8673913043478256,3.150717377860235,,5.887596741344196,36.368743961352656,12.595862068965518,7.312081712062256,6.774513274336284,7.335353982300885,8.761102661596958,9.931546961325965,12.081036269430054,5.650902527075812,11.599183276616431,12.103191489361706,7.573723404255319,O60341,O60341-1(*),ENSG00000004487,ENSP00000349049,ENST00000356634,NM_015013
3.496030747728861,3.2083116883116882,1.3802127659574468,1.9928235294117644,2.7061694915254235,3.0620138355111455,1.8890000000000002,2.0296864864864865,2.4525794621026895,2.456637426900585,0.7817252396166134,2.4044444444444446,2.693476821192053,1.6780394304490691,1.5298177083333335,1.3261739130434782,0.7725819418676562,,2.1178615071283096,3.143502415458937,3.032758620689656,2.7273929961089496,4.873955752212389,2.6555309734513277,2.1817807351077314,3.1880662983425414,2.0723834196891193,1.2287364620938628,5.991142440447254,2.3251063829787237,1.3017375886524825,P46063,P46063(*),ENSG00000004700,ENSP00000395449,ENST00000421138,not-assigned
15.247477288609364,21.453896103896103,3.7949290780141847,16.87035294117647,12.504067796610169,16.495080707148347,21.040880597014926,16.83491891891892,2.301833740831296,22.358245614035088,18.492683706070284,21.02921568627451,23.58832781456954,4.466856516976999,5.032760416666666,13.338434782608696,9.830095856524428,,13.110957230142567,44.44021739130435,20.14344827586207,17.21412451361868,9.471283185840708,14.669911504424778,16.441406844106464,14.4946408839779,26.1179792746114,14.624729241877256,18.321054934370444,20.259148936170213,16.67755319148936,P63010,P63010-1(*),ENSG00000006125,ENSP00000482315,ENST00000621914,NM_001282
0.8351991614255766,2.117662337662338,0.2032624113475177,0.46394117647058825,1.3525084745762712,0.5320983858570331,1.053910447761194,0.9103027027027026,0.6289975550122249,0.8288596491228071,0.45683706070287544,1.5181699346405229,0.537135761589404,0.74105147864184,0.01375,0.3504347826086957,1.6639115646258504,,0.4312219959266802,1.4258454106280192,3.096551724137931,0.556420233463035,0.46929203539823017,0.4241592920353982,0.9899049429657796,0.21320441988950278,0.8318652849740933,0.6947653429602888,1.2016188624210016,1.7744680851063832,0.8572695035460993,Q53H12,Q53H12-1(*),ENSG00000006530,ENSP00000498112,ENST00000648068,not-assigned
1.217540181691125,0.8971428571428574,0.24776595744680852,0.9077058823529411,3.893559322033898,1.3097156033820139,1.171044776119403,0.7034702702702703,0.741564792176039,0.4923976608187134,0.11380191693290734,1.3261437908496732,0.5882119205298013,1.6960021905805038,0.017942708333333335,0.7329565217391304,1.0037445887445888,,0.4180244399185336,1.6552898550724637,1.3875862068965517,1.0422568093385214,3.9011504424778756,0.18159292035398233,1.1628897338403041,0.1872375690607735,0.9531088082901554,0.10624548736462094,3.3212542537676226,0.9936170212765957,0.3323404255319149,Q53H12,Q53H12-1(*),ENSG00000006530,ENSP00000496789,ENST00000650547,not-assigned
0.02619147449336129,0.10506493506493507,0.048120567375886526,0.021588235294117648,0.0708135593220339,0.034796310530361266,0.143044776119403,0.07864864864864865,0.0037897310513447433,0.046081871345029245,0.5525878594249201,0.01627450980392157,0.367682119205298,0.007020810514786419,0.12864583333333335,0.34886956521739126,0.07147804576376006,,0.3162932790224033,0.00357487922705314,0.05827586206896552,0.03620622568093385,0.009946902654867256,0.3030530973451328,0.03464512040557668,0.49187845303867406,0.004715025906735752,0.022743682310469315,0.021200777831793877,0.04234042553191489,0.053404255319148934,P43353,P43353-1(*),ENSG00000006534,ENSP00000478486,ENST00000614849,NM_001161473
0.4486582809224319,1.0038961038961038,10.34673758865248,0.8561764705882352,0.7529830508474578,0.9241352805534204,0.4149850746268657,2.8645729729729723,4.390965770171149,1.824780701754386,0.329297124600639,0.3674509803921569,8.442764900662253,1.0227820372398686,8.258619791666666,6.851217391304346,0.12234693877551021,,0.6254582484725051,0.31239130434782614,0.6413793103448276,0.6257587548638132,12.365221238938053,9.9070796460177,0.4838149556400507,2.8508839779005526,0.3514507772020725,12.291696750902528,0.33067574137092853,0.7246808510638297,1.280212765957447,P24001,P24001-1(*),ENSG00000008517,ENSP00000380099,ENST00000396890,NM_001308078
0.913109713487072,0.48441558441558447,2.87854609929078,0.5245882352941177,0.33145762711864407,1.3229592621060724,0.37811940298507457,0.9301405405405405,1.8263325183374084,2.396608187134503,0.3905431309904154,0.7030718954248365,6.806572847682119,2.014249726177437,1.1718229166666667,2.1889565217391307,0.1865429808286951,,0.4352953156822811,0.463719806763285,0.6244827586206898,1.0272762645914397,0.9481858407079646,1.1389823008849558,0.7316349809885931,0.9319337016574585,0.909844559585492,2.6833574007220213,0.2898249878463783,0.19319148936170216,1.3422695035460992,P24001,P24001-1(*),ENSG00000008517,ENSP00000431775,ENST00000534507,NM_001369587
